player_id,time_id,skill_mean,skill_lwr,skill_upr,username,month
0,0,1429.9621208942365,1374.3820435157393,1479.784648410395,abiram26,2022-01-01
0,1,1437.9092599403511,1388.4573328908016,1486.759020434648,abiram26,2022-02-01
0,2,1443.8214206587793,1393.022740490811,1493.0567717269353,abiram26,2022-03-01
0,3,1448.3660926125947,1397.7645679098287,1500.5813381944536,abiram26,2022-04-01
0,4,1450.6842824395508,1398.6876309586457,1502.9972989293203,abiram26,2022-05-01
0,5,1451.8415146452812,1403.018827301976,1501.376862664148,abiram26,2022-06-01
0,6,1451.6223755141477,1408.7432598580688,1497.2089605288002,abiram26,2022-07-01
0,7,1449.6393228671545,1413.3113672306567,1485.401152440783,abiram26,2022-08-01
0,8,1445.5072113116905,1413.8353154644433,1472.6526184574386,abiram26,2022-09-01
0,9,1468.1161483319606,1439.054300933387,1492.0828790205983,abiram26,2022-10-01
0,10,1520.7269446976522,1499.993500210615,1540.4730742011554,abiram26,2022-11-01
0,11,1558.4201604312,1537.793833626594,1578.8701002177418,abiram26,2022-12-01
0,12,1570.0942428401213,1534.7029471924418,1605.134747675315,abiram26,2023-01-01
0,13,1581.275034398741,1536.117220325809,1626.3724951280708,abiram26,2023-02-01
0,14,1592.4672020838887,1545.2173779769626,1642.881298810038,abiram26,2023-03-01
0,15,1603.4104975063524,1550.7314775899133,1656.7309867066479,abiram26,2023-04-01
0,16,1614.1332678378055,1560.093270732187,1667.7125576396556,abiram26,2023-05-01
0,17,1625.3689689615326,1570.5012447664885,1680.8379091097524,abiram26,2023-06-01
0,18,1636.4761951500743,1580.6248130812562,1688.9493825145285,abiram26,2023-07-01
0,19,1647.566455250445,1590.5246313632244,1701.8940375658196,abiram26,2023-08-01
0,20,1658.8107058478115,1602.4402779612283,1711.886631487241,abiram26,2023-09-01
0,21,1670.3124886264313,1618.7609796566485,1720.2750862478124,abiram26,2023-10-01
0,22,1682.1286778036274,1633.5356710711033,1724.8957242954737,abiram26,2023-11-01
0,23,1694.6749846547302,1656.1911098018873,1730.6372917553008,abiram26,2023-12-01
0,24,1708.1647310710032,1684.2806219527536,1732.185444277437,abiram26,2024-01-01
0,25,1707.1625755589846,1686.5929083999943,1727.4712711670124,abiram26,2024-02-01
0,26,1706.548733288045,1687.3183167937302,1725.9477024993375,abiram26,2024-03-01
0,27,1706.2303200260135,1688.2109908671132,1723.7655586563142,abiram26,2024-04-01
0,28,1716.1309858706381,1701.4079957515382,1731.0192631964296,abiram26,2024-05-01
0,29,1718.2191109104954,1700.2452080533108,1735.6580191441785,abiram26,2024-06-01
0,30,1717.6253792767604,1701.7464807487092,1733.7029087721387,abiram26,2024-07-01
0,31,1718.7849312807339,1703.4094513810858,1733.8182379273062,abiram26,2024-08-01
0,32,1705.7127779335183,1685.235230183296,1725.0925055587784,abiram26,2024-09-01
0,33,1708.3393084047837,1689.148865105002,1727.5082274426668,abiram26,2024-10-01
0,34,1708.0527688113875,1687.070269695067,1729.2947556742708,abiram26,2024-11-01
0,35,1713.9916780582412,1692.362206695414,1734.8016248026952,abiram26,2024-12-01
0,36,1724.3825919328806,1704.650311289601,1743.5963058359591,abiram26,2025-01-01
0,37,1717.862586378291,1700.8527787834237,1734.3459693731784,abiram26,2025-02-01
0,38,1713.4003058440162,1692.805006213837,1733.7114930160901,abiram26,2025-03-01
0,39,1717.9169064981113,1701.9483104683525,1733.6194589684685,abiram26,2025-04-01
0,40,1716.5910481786566,1695.9561253900977,1737.726694248721,abiram26,2025-05-01
0,41,1718.6483851866685,1696.5646230883492,1740.732247662339,abiram26,2025-06-01
0,42,1720.8041624662328,1698.978452481898,1742.3608470864203,abiram26,2025-07-01
0,43,1722.8968957125603,1705.2835825903871,1741.1680840766728,abiram26,2025-08-01
0,44,1734.3975453966032,1711.7264112003413,1756.3884690409263,abiram26,2025-09-01
0,45,1733.9487299252369,1710.418317836999,1757.9178856913315,abiram26,2025-10-01
0,46,1732.4083457390707,1711.5362682966872,1753.809013975001,abiram26,2025-11-01
0,47,1732.2302895419716,1708.4136854138646,1754.9697934586425,abiram26,2025-12-01
1,0,1842.7765541110207,1722.0686177914374,1976.2880661094825,abomohamad222,2022-01-01
1,1,1843.4019987538452,1730.1530870634292,1961.8965995733463,abomohamad222,2022-02-01
1,2,1844.447186974734,1737.8750258800308,1955.0443694867022,abomohamad222,2022-03-01
1,3,1845.1653287084428,1744.861939695283,1945.9320482525218,abomohamad222,2022-04-01
1,4,1846.1376960044545,1745.2586061132563,1942.1939782624345,abomohamad222,2022-05-01
1,5,1846.7750990521622,1749.3877493081045,1939.3775103238145,abomohamad222,2022-06-01
1,6,1847.5228883314842,1752.9904626437458,1934.9788077702608,abomohamad222,2022-07-01
1,7,1848.4772341560563,1757.5488017257233,1934.5757150792083,abomohamad222,2022-08-01
1,8,1849.6588411152147,1764.435728957886,1932.9205401795382,abomohamad222,2022-09-01
1,9,1851.1493705453217,1769.9915796272296,1931.5587816138602,abomohamad222,2022-10-01
1,10,1852.7255625746338,1773.4062643983377,1931.7904392079708,abomohamad222,2022-11-01
1,11,1854.2720986542236,1780.5466474576288,1929.9067094740171,abomohamad222,2022-12-01
1,12,1855.7465436660837,1783.2590245277072,1928.9720032896219,abomohamad222,2023-01-01
1,13,1857.5721862486832,1788.0265345257185,1927.885290604399,abomohamad222,2023-02-01
1,14,1859.509551117944,1795.4583229257248,1925.02324949057,abomohamad222,2023-03-01
1,15,1857.3398453410425,1792.785458117713,1922.7410378950874,abomohamad222,2023-04-01
1,16,1855.3491907162013,1795.1498434657212,1920.2520765099546,abomohamad222,2023-05-01
1,17,1853.3856940838473,1796.2486978924383,1914.0541248309164,abomohamad222,2023-06-01
1,18,1851.433842247402,1795.7802343795222,1907.0540817341891,abomohamad222,2023-07-01
